"id","nom","prenom","genre","naissance",pays
3516,Tsederboim,Paulus,0,1952-09-15,DE
3517,Robert,Frieda,0,1948-12-30,DE
3518,Siemens,Wilhelm,0,1979-05-06,DE
3519,Honecker,Hans,0,1980-04-02,DE
3520,Rosenbaum,Lidwine,0,1976-05-14,DE
3521,Falkenback,Giesela,0,1959-09-21,DE
3522,Müller,Liah,0,1947-07-01,DE
3523,Eichmmann,Philipp,0,1992-02-10,DE
3524,Schaeffer,Leah,0,1953-04-14,DE
3525,Hammerschmidt,Astrid,0,1956-02-05,DE
3526,Kauffman,Elias,0,1978-12-25,DE
3527,Mutt,Oliver,0,1968-06-19,DE
3528,Freudiger,Johan,0,1970-10-23,DE
3529,Wiedemann,Matthias,0,1988-12-04,DE
3530,Holz,Christof,0,1975-12-28,DE
3531,Halbronn,Frika,0,1958-05-30,DE
3532,Bartel,Lilli,0,1989-11-14,DE
3533,Brama,Jürgen,0,1952-03-14,DE
3534,Landgraf,Alina,0,1982-07-26,DE
3535,Eberhard,Edmund,0,1957-04-16,DE
3536,Haes,Leoni,0,1987-09-29,DE
3537,Faber,Ottmar,0,1946-10-07,DE
3538,Jopp,Gustav,0,1977-02-20,DE
3539,Pfaff,Bernhard,0,1988-07-28,DE
3540,Müller,Finja,0,1969-03-16,DE
3541,Kremer,Markus,0,1966-02-05,DE
3542,Grassmann,Greta,0,1948-04-22,DE
3543,Mertin,Emily,0,1976-08-01,DE
3544,Berck,Max,0,1972-10-02,DE
3545,Kolher,Emma,0,1989-10-17,DE
3546,Altmann,Josefine,0,1946-09-10,DE
3547,Mönch,Ernst,0,1979-01-27,DE
3548,Lukas,Conrad,0,1979-03-20,DE
3549,Tinnes,Ronja,0,1979-01-24,DE
3550,Dimke,Wilhelm,0,1985-07-31,DE
3551,Thalmann,Leonie,0,1987-07-15,DE
3552,Meyer,Lya,0,1984-05-25,DE
3553,Baumann,Benedikt,0,1992-07-04,DE
3554,Kilburger,Emma,0,1992-02-02,DE
3555,Freimann,Paulus,0,1985-10-17,DE
3556,Trummer,Anna,0,1979-02-22,DE
3557,Böotner,Tim,0,1951-03-06,DE
3558,Landreiter,Dominik,0,1989-02-20,DE
3559,Pfaffen,Max,0,1985-08-27,DE
3560,Fogel,Gretchen,0,1994-12-14,DE
3561,Hoffmeister,Helmut,0,1960-10-03,DE
3562,Glaser,Lilli,0,1961-10-22,DE
3563,Hans,Lisa,0,1981-01-13,DE
3564,Kreizer,Franziska,0,1948-07-02,DE
3565,Bernhard,Johanna,0,1957-10-17,DE
3566,Wagemann,Sebastian,0,1962-10-08,DE
3567,Vincentius,Harald,0,1985-03-24,DE
3568,Flamme,Gerald,0,1945-02-02,DE
3569,Obermayer,Johan,0,1950-12-14,DE
3570,Cederbom,Lars,0,1984-04-24,DE
3571,Schwartzberg,Emilie,0,1982-05-10,DE
3572,Bentz,Karl,0,1977-08-05,DE
3573,Räter,Gelsa,0,1952-08-01,DE
3574,Groshans,Edda,0,1972-07-19,DE
3575,Idt,Jens,0,1979-07-14,DE
3576,Obermeyer,Jana,0,1963-05-10,DE
3577,Jörg,Maya,0,1977-06-08,DE
3578,Meister,Rudy,0,1959-03-05,DE
3579,Farnbach,Wolgang,0,1951-10-02,DE
3580,Mohr,Tinka,0,1983-03-16,DE
3581,Kleinhans,Hannah,0,1993-01-05,DE
3582,Dinckel,Uwe,0,1979-07-19,DE
3583,Schwartzenberger,Horst,0,1977-03-26,DE
3584,Spillmann,Elke,0,1961-05-20,DE
3585,Faszbinder,Lilly,0,1970-04-07,DE
3586,Julius,Melina,0,1948-06-05,DE
3587,Jungling,Melina,0,1974-09-13,DE
3588,Mathis,Otho,0,1956-10-29,DE
3589,Kesler,Sofia,0,1956-10-27,DE
3590,Lambrecht,Petra,0,1993-09-03,DE
3591,Schumann,Gelsa,0,1993-07-25,DE
3592,Wickel,Jakob,0,1984-05-22,DE
3593,Müller,Franz,0,1994-09-27,DE
3594,Reiter,Gerd,0,1986-05-19,DE
3595,Messner,Waldemar,0,1969-07-18,DE
3596,Trommer,Johanna,0,1986-06-19,DE
3597,Ebstein,Edda,0,1965-10-21,DE
3598,Friedrich,Sylivia,0,1953-01-12,DE
3599,Aschenberner,Alina,0,1961-07-11,DE
3600,Angermann,Clara,0,1975-10-05,DE
3601,Tempel,Rainer,0,1990-02-13,DE
3602,Werder,Marlene,0,1968-06-26,DE
3603,Frantz,Katrin,0,1960-11-25,DE
3604,Stoffer,Sebastian,0,1971-11-06,DE
3605,Hauptmann,Lina,0,1991-07-03,DE
3606,Eberling,Holger,0,1991-11-21,DE
3607,Marx,Lotta,0,1991-12-01,DE
3608,Fett,Karl,0,1945-06-02,DE
3609,Franckel,Hubert,0,1950-02-06,DE
3610,Klinker,Hannah ,0,1962-08-05,DE
3611,Zumthor,Marlene,0,1964-03-31,DE
3612,Schmidt,Gerd,0,1961-03-10,DE
3613,Grosfeld,Leoni,0,1994-10-31,DE
3614,Gasthaus,Sara,0,1973-11-08,DE
3615,Steffens,Christof,0,1984-01-04,DE
3616,Kleinprinz,Jan,0,1966-01-22,DE
3617,Teitelman,Thilo,0,1966-11-21,DE
3618,Lehnard,Finnja,0,1989-10-21,DE
3619,Käsner,Joachim,0,1975-03-17,DE
3620,Kaufman,Siegfried,0,1954-07-15,DE
3621,Kraak,Kurt,0,1966-06-20,DE
3622,Müller,Diether,0,1980-06-03,DE
3623,Moor,Wilma,0,1982-12-15,DE
3624,Franciscus,Jakob,0,1951-08-04,DE
3625,Hammerschmitt,Eckart,0,1968-02-26,DE
3626,Mererson,Gerarde,0,1945-10-02,DE
3627,Zimmermann,Lia,0,1959-09-15,DE
3628,Dietrich,Rudolf,0,1975-12-20,DE
3629,Rank,Markus,0,1958-08-03,DE
3630,Walker,Franziska,0,1971-03-10,DE
3631,Kieffer,Flitzie,0,1972-02-17,DE
3632,Fraenkel,Ulbert,0,1968-01-14,DE
3633,Tischler,Gretchen,0,1980-11-13,DE
3634,Stinnes,Greta,0,1985-11-27,DE
3635,Maria,Paulus,0,1961-10-07,DE
3636,Schwarzmann,Pia,0,1986-06-06,DE
3637,Jacobs,Waldemar,0,1948-08-30,DE
3638,Frisch,Hans,0,1985-02-28,DE
3639,Dinkel,Hylda,0,1965-07-01,DE
3640,Tempels,Jens,0,1954-05-05,DE
3641,Weichmann,Lena,0,1971-08-28,DE
3642,Fuchs,Teresa,0,1968-11-28,DE
3643,Rosenberg,Lena,0,1986-01-09,DE
3644,Hofer,Luisa,0,1968-11-16,DE
3645,Kocher,Wolgang,0,1975-09-18,DE
3646,Josef,Diether,0,1991-03-15,DE
3647,Dorn,Julia,0,1987-06-23,DE
3648,Rosenau,Adrian,0,1972-05-20,DE
3649,Goldschmidt,Sarah,0,1967-03-04,DE
3650,Margraff,Christof,0,1982-08-25,DE
3651,Sochnchen,Marie,0,1985-10-13,DE
3652,Weingarten,Tinka,0,1986-05-20,DE
3653,Burg,Johan,0,1956-09-07,DE
3654,Veil,Lothar,0,1964-01-02,DE
3655,Dietz,Anna,0,1984-02-16,DE
3656,Damian,Robin,0,1950-06-20,DE
3657,Mülhnickel,Finja,0,1957-10-30,DE
3658,Kiffer,Paul,0,1951-12-15,DE
3659,Kess,Lina,0,1992-05-15,DE
3660,Wiesemann,Alexander,0,1985-07-22,DE
3661,Eschenbrenner,Gwendolin,0,1955-02-03,DE
3662,Kochman,Eckart,0,1970-12-25,DE
3663,Gras,Manfred,0,1951-05-10,DE
3664,Burger,Hermine,0,1985-04-11,DE
3665,Olgart,Holger,0,1972-10-07,DE
3666,Kellner,Emilie,0,1957-12-13,DE
3667,Esche,Sofie,0,1959-11-05,DE
3668,Bartholomaeus,Lara,0,1950-09-10,DE
3669,Heinrich,Emilia,0,1970-07-09,DE
3670,Kraemer,Christian,0,1957-12-14,DE
3671,Kesse,Eduard,0,1976-08-15,DE
3672,Cederman,Hannah,0,1956-12-17,DE
3673,Fet,Rudi,0,1950-08-27,DE
3674,Joppen,Giesela,0,1953-05-11,DE
3675,Benz,Ivonne,0,1976-12-02,DE
3676,Frank,Luisa,0,1973-07-12,DE
3677,Schwartzenberg,Julia,0,1955-03-06,DE
3678,Weille,Charlotte,0,1948-03-28,DE
3679,Hensler,Karl,0,1961-09-01,DE
3680,Ungefugt,Herman,0,1989-09-22,DE
3681,Gärtener,Florian,0,1974-02-13,DE
3682,Keller,Jakob,0,1956-11-18,DE
3683,Haas,Michael,0,1947-08-24,DE
3684,Gorris,Florian,0,1975-05-30,DE
3685,Lambling,Florian,0,1974-04-14,DE
3686,Karcher,Finnja,0,1953-08-25,DE
3687,Burgmeister,Ida,0,1958-12-14,DE
3688,Lenz,Wilma,0,1989-04-23,DE
3689,Möller,Erich,0,1965-01-11,DE
3690,Schneider,Sara,0,1970-01-15,DE
3691,Maüs,Frika,0,1971-04-27,DE
3692,Becker,Alina,0,1946-04-26,DE
3693,Pöpfer,Anton,0,1953-04-06,DE
3694,Schreiber,Joachim,0,1991-01-14,DE
3695,Tsederbaum,Emilie,0,1964-06-04,DE
3696,Berger,Günther,0,1966-06-28,DE
3697,Kellermann,Alice,0,1948-07-06,DE
3698,Leonhard,Pia,0,1954-08-18,DE
3699,Bergmann,Oskar,0,1981-05-09,DE
3700,Fetting,Claudia,0,1953-03-31,DE
3701,Goebel,Klaus,0,1992-04-11,DE
3702,Krämer,Jürgen,0,1989-04-03,DE
3703,Ziegler,Tanja,0,1972-08-29,DE
3704,Decker,Oliver,0,1982-01-13,DE
3705,Hoffman,Edda,0,1976-02-13,DE
3706,Heinz,Sophie,0,1969-12-19,DE
3707,Grosz,Emil,0,1949-03-07,DE
3708,Itti,Edmund,0,1957-07-01,DE
3709,Wilbrecht,Oswald,0,1948-12-22,DE
3710,Freymuth,Felix,0,1976-11-01,DE
3711,Walther,Bernhard,0,1967-12-22,DE
3712,Halperin,David,0,1957-09-30,DE
3713,Zeder,Marie,0,1977-02-09,DE
3714,Schwars,Leni,0,1973-05-28,DE
3715,Graaf,Gustav,0,1966-02-27,DE
3716,Heïob,Lisa,0,1990-01-20,DE
3717,Engel,Volker,0,1985-03-27,DE
3718,Erler,Josef,0,1947-08-11,DE
3719,Ritter,Freia,0,1971-05-12,DE
3720,Eiche,Liah,0,1984-01-05,DE
3721,Kochman,Maja,0,1964-08-02,DE
3722,Gras,Sofie,0,1994-04-15,DE
3723,Burger,Josef,0,1976-12-13,DE
3724,Olgart,Felix,0,1988-09-13,DE
3725,Kellner,Luisa,0,1991-08-27,DE
3726,Esche,Freia,0,1949-05-28,DE
3727,Bartholomaeus,Mia,0,1969-05-25,DE
3728,Heinrich,Egon,0,1981-12-13,DE
3729,Kraemer,Julian,0,1945-02-24,DE
3730,Kesse,Otho,0,1984-09-11,DE
3731,Cederman,Maya,0,1963-08-22,DE
3732,Fet,Lea,0,1965-01-16,DE
3733,Joppen,Zoe,0,1978-09-04,DE
3734,Benz,Erika,0,1949-09-26,DE
3735,Frank,Sylivia,0,1951-04-07,DE
3736,Schwartzenberg,Tobias,0,1948-06-05,DE
3737,Weille,Jana,0,1963-09-23,DE
3738,Hensler,Emma,0,1980-11-18,DE
3739,Ungefugt,Huberta,0,1955-11-14,DE
3740,Gärtener,Oliver,0,1986-12-10,DE
3741,Keller,Clara,0,1964-03-29,DE
3742,Haas,Waldemar,0,1976-04-15,DE
3743,Gorris,Jürgen,0,1986-03-29,DE
3744,Lambling,Hannah,0,1956-07-31,DE
3745,Karcher,Manfred,0,1973-02-01,DE
3746,Burgmeister,David,0,1960-01-08,DE
3747,Lenz,Stefan,0,1954-05-05,DE
3748,Möller,Manfred,0,1981-05-12,DE
3749,Schneider,Lea,0,1959-07-16,DE
3750,Maüs,Katrin,0,1968-06-06,DE
3751,Becker,Amelie,0,1973-07-22,DE
3752,Pöpfer,Eckart,0,1955-10-28,DE
3753,Schreiber,Josefine,0,1988-04-06,DE
3754,Tsederbaum,Adrian,0,1946-10-06,DE
3755,Berger,Lia,0,1956-02-29,DE
3756,Kellermann,Hermine,0,1980-06-09,DE
3757,Leonhard,Gerd,0,1946-07-04,DE
3758,Bergmann,Sophia,0,1985-08-27,DE
3759,Fetting,Leah,0,1979-01-23,DE
3760,Goebel,Mia,0,1982-08-11,DE
3761,Krämer,Jasmin,0,1970-08-18,DE
3762,Ziegler,Maja,0,1945-10-20,DE
3763,Decker,Pia,0,1972-01-18,DE
3764,Hoffman,Sara,0,1949-08-13,DE
3765,Heinz,Egon,0,1994-10-29,DE
3766,Grosz,Eberhard,0,1958-10-06,DE
3767,Itti,Laura,0,1960-12-31,DE
3768,Wilbrecht,Hans,0,1978-12-09,DE
3769,Freymuth,Gudrun,0,1984-08-15,DE
3770,Walther,Thorsten,0,1966-02-16,DE
3771,Halperin,Jasmin,0,1972-05-15,DE
3772,Zeder,Leni,0,1949-12-07,DE
3773,Schwars,Johanna,0,1968-09-23,DE
3774,Graaf,Sofie,0,1969-03-16,DE
3775,Heïob,Helmut,0,1987-06-30,DE
3776,Engel,Gretchen,0,1965-06-24,DE
3777,Erler,Lina,0,1989-07-06,DE
3778,Ritter,Lothar,0,1990-11-28,DE
3779,Eiche,Amelie,0,1951-01-29,DE
3780,Kochman,Tinka,0,1989-01-25,DE
3781,Gras,Sebastian,0,1969-08-30,DE
3782,Burger,Eberhard,0,1964-01-14,DE
3783,Olgart,Ottmar,0,1982-08-18,DE
3784,Kellner,Huberta,0,1945-12-02,DE
3785,Esche,Gustav,0,1985-09-01,DE
3786,Bartholomaeus,Blanca,0,1982-06-06,DE
3787,Heinrich,Alexander,0,1947-06-14,DE
3788,Kraemer,Markus,0,1980-02-23,DE
3789,Kesse,Mia,0,1985-09-17,DE
3790,Cederman,Nina,0,1972-06-04,DE
3791,Fet,Joachim,0,1967-08-01,DE
3792,Joppen,Edmund,0,1993-06-16,DE
3793,Benz,Frieda,0,1985-06-28,DE
3794,Frank,Klaus,0,1965-09-15,DE
3795,Schwartzenberg,Stefan,0,1976-12-14,DE
3796,Weille,Marie,0,1966-12-09,DE
3797,Hensler,Otto,0,1982-02-08,DE
3798,Ungefugt,Mats,0,1980-06-24,DE
3799,Gärtener,Frika,0,1959-03-29,DE
3800,Keller,Herman,0,1961-05-23,DE
3801,Haas,Rudy,0,1991-02-16,DE
3802,Gorris,Michael,0,1964-06-04,DE
3803,Lambling,Harald,0,1982-06-14,DE
3804,Karcher,Maximilian,0,1946-01-02,DE
3805,Burgmeister,Dominik,0,1988-05-19,DE
3806,Lenz,Marlene,0,1990-06-22,DE
3807,Möller,Jens,0,1991-07-04,DE
3808,Schneider,Anton,0,1981-08-01,DE
3809,Maüs,Julia,0,1963-03-24,DE
3810,Becker,Maja,0,1948-12-23,DE
3811,Pöpfer,Ulbert,0,1959-07-17,DE
3812,Schreiber,Wilhelm,0,1954-10-28,DE
3813,Tsederbaum,Neele,0,1989-08-21,DE
3814,Berger,Josephine,0,1963-12-05,DE
3815,Kellermann,Blanca,0,1992-10-06,DE
3816,Leonhard,Marco,0,1962-05-03,DE
3817,Bergmann,Ottmar,0,1955-12-11,DE
3818,Fetting,Flitzie,0,1975-04-25,DE
3819,Goebel,Felix,0,1957-12-15,DE
3820,Krämer,Ida,0,1946-01-20,DE
3821,Ziegler,Stefan,0,1952-04-25,DE
3822,Decker,Josef,0,1981-10-20,DE
3823,Hoffman,Rudiger,0,1974-11-27,DE
3824,Heinz,Sofia,0,1972-08-13,DE
3825,Grosz,Claudia,0,1950-03-06,DE
3826,Itti,Hilde,0,1948-01-22,DE
3827,Wilbrecht,Amelie,0,1966-03-13,DE
3828,Freymuth,Lili,0,1991-05-18,DE
3829,Walther,Till,0,1988-05-16,DE
3830,Halperin,Alda,0,1965-10-20,DE
3831,Zeder,Clara,0,1976-01-20,DE
3832,Schwars,Werner,0,1973-11-02,DE
3833,Graaf,Leon,0,1968-01-29,DE
3834,Heïob,Kevin,0,1947-02-27,DE
3835,Engel,Mats,0,1992-01-09,DE
3836,Erler,Erich,0,1957-02-24,DE
3837,Ritter,Lando,0,1959-11-10,DE
3838,Eiche,Tanja,0,1986-04-27,DE
3839,Baumgarten,Franziska,0,1990-01-05,DE
3840,Franfurter,Leoni,0,1973-04-29,DE
3841,Karl,Derrek,0,1951-08-09,DE
3842,Nagel,Lili,0,1964-08-20,DE
3843,Francfort,Thomas,0,1985-06-29,DE
3844,Bischoff,Louisa,0,1973-07-20,DE
3845,Kocks,Birgit,0,1990-04-25,DE
3846,Huhn,Lea,0,1957-10-04,DE
3847,Schmitt,Frieda,0,1986-10-26,DE
3848,Danel,Julian,0,1963-05-22,DE
3849,Meier,Leopold,0,1951-10-20,DE
3850,Kruger,Mats,0,1986-06-04,DE
3851,Vincent,Lili,0,1962-01-26,DE
3852,Marcus,Conrad,0,1962-02-25,DE
3853,Drummer,Lara,0,1945-12-10,DE
3854,Foster,Siegfried,0,1974-03-28,DE
3855,Brückmann,Melina,0,1988-10-30,DE
3856,Thomaes,Holger,0,1976-07-23,DE
3857,Tsederboim,Maya,0,1985-07-11,DE
3858,Robert,Laura,0,1959-11-04,DE
3859,Siemens,Josefine,0,1988-04-24,DE
3860,Honecker,Adrian,0,1988-10-08,DE
3861,Rosenbaum,Gerarde,0,1971-01-31,DE
3862,Falkenback,Eberhard,0,1963-08-26,DE
3863,Müller,Birgit,0,1965-10-31,DE
3864,Eichmmann,Lilli,0,1987-05-30,DE
3865,Schaeffer,Harald,0,1959-12-27,DE
3866,Hammerschmidt,Ida,0,1986-10-04,DE
3867,Kauffman,Paula,0,1975-03-23,DE
3868,Mutt,Lya,0,1948-12-06,DE
3869,Freudiger,Louisa,0,1994-02-15,DE
3870,Wiedemann,Jonas,0,1969-03-29,DE
3871,Holz,Paul,0,1946-03-24,DE
3872,Halbronn,Lya,0,1993-08-03,DE
3873,Bartel,Jupp,0,1977-06-02,DE
3874,Brama,Volker,0,1992-02-16,DE
3875,Landgraf,Uwe,0,1990-01-30,DE
3876,Eberhard,Paul,0,1975-02-08,DE
3877,Haes,Lena,0,1969-12-16,DE
3878,Faber,Alda,0,1989-05-06,DE
3879,Jopp,Rainer,0,1956-04-03,DE
3880,Pfaff,Greta,0,1988-08-19,DE
3881,Engländer,Rudy,0,1981-02-25,DE
3882,Kremer,Herman,0,1945-03-29,DE
3883,Grassmann,Rainer,0,1952-11-04,DE
3884,Mertin,Leni,0,1947-03-12,DE
3885,Berck,Uwe,0,1979-03-31,DE
3886,Kolher,David,0,1947-11-23,DE
3887,Altmann,Rudi,0,1953-04-25,DE
3888,Mönch,Niklas,0,1979-12-05,DE
3889,Lukas,Klaus,0,1952-12-07,DE
3890,Tinnes,Rudi,0,1976-12-19,DE
3891,Dimke,Max,0,1984-01-23,DE
3892,Thalmann,Bernhard,0,1980-12-02,DE
3893,Meyer,Lia,0,1989-10-22,DE
3894,Baumann,Ralf,0,1965-12-31,DE
3895,Kilburger,Tim,0,1986-07-13,DE
3896,Freimann,Diether,0,1992-10-06,DE
3897,Trummer,Leopold,0,1972-04-13,DE
3898,Böotner,Wolgang,0,1962-12-17,DE
3899,Landreiter,Gelsa,0,1962-11-14,DE
3900,Pfaffen,Leopold,0,1945-04-01,DE
3901,Fogel,Klara,0,1986-08-12,DE
3902,Hoffmeister,Lara,0,1984-11-14,DE
3903,Glaser,Laura,0,1967-08-03,DE
3904,Hans,Michael,0,1950-07-12,DE
3905,Kreizer,Alexander,0,1966-08-19,DE
3906,Bernhard,Annika,0,1945-06-10,DE
3907,Wagemann,Giesela,0,1966-03-08,DE
3908,Vincentius,Otho,0,1955-03-07,DE
3909,Flamme,Maximilian,0,1971-02-27,DE
3910,Obermayer,Linda,0,1948-03-16,DE
3911,Cederbom,Flitzie,0,1984-11-30,DE
3912,Schwartzberg,Richard,0,1979-03-15,DE
3913,Bentz,Zoe,0,1956-01-22,DE
3914,Räter,Anja,0,1972-02-21,DE
3915,Groshans,Nele,0,1979-07-05,DE
3916,Idt,Brunhild,0,1945-04-23,DE
3917,Obermeyer,Maximilian,0,1982-04-28,DE
3918,Jörg,Derrek,0,1949-06-05,DE
3919,Meister,Dominik,0,1945-11-25,DE
3920,Farnbach,Sylivia,0,1985-04-12,DE
3921,Mohr,Nina,0,1967-03-08,DE
3922,Kleinhans,Liah,0,1950-06-25,DE
3923,Dinckel,Julian,0,1972-11-25,DE
3924,Schwartzenberger,Zoe,0,1962-07-23,DE
3925,Spillmann,Egon,0,1987-01-12,DE
3926,Faszbinder,Leah,0,1992-04-01,DE
3927,Julius,Nina,0,1987-10-20,DE
3928,Jungling,Dieter,0,1975-08-18,DE
3929,Mathis,Gerarde,0,1969-08-20,DE
3930,Kesler,Ulbert,0,1954-12-01,DE
3931,Lambrecht,Erich,0,1965-11-14,DE
3932,Schumann,Alda,0,1951-04-05,DE
3933,Wickel,Siegfried,0,1972-02-12,DE
3934,Hasse,Artur,0,1964-04-11,DE
3935,Reiter,Leonie,0,1969-07-23,DE
3936,Messner,Derrek,0,1982-04-23,DE
3937,Trommer,Hanna,0,1957-05-12,DE
3938,Ebstein,Andreas,0,1986-05-16,DE
3939,Friedrich,Claudia,0,1965-07-30,DE
3940,Aschenberner,Ernst,0,1960-05-26,DE
3941,Angermann,Lothar,0,1946-04-19,DE
3942,Tempel,Ulrich,0,1959-03-09,DE
3943,Werder,Birgit,0,1979-04-01,DE
3944,Frantz,Tim,0,1989-12-03,DE
3945,Stoffer,Volker,0,1970-10-13,DE
3946,Hauptmann,Paul,0,1970-03-11,DE
3947,Eberling,Lukas,0,1974-04-27,DE
3948,Marx,Gudrun,0,1965-06-24,DE
3949,Fett,Anna,0,1965-10-11,DE
3950,Franckel,Engelbert,0,1952-04-05,DE
3951,Klinker,Jonas,0,1968-11-30,DE
3952,Zumthor,Anton,0,1960-05-08,DE
3953,Schmidt,Wilma,0,1959-02-21,DE
3954,Grosfeld,Jasmin,0,1983-08-26,DE
3955,Gasthaus,Kristina,0,1966-01-31,DE
3956,Steffens,Paulus,0,1954-02-09,DE
3957,Kleinprinz,Frieda,0,1950-12-20,DE
3958,Teitelman,Wilhelm,0,1991-05-15,DE
3959,Lehnard,Hans,0,1979-07-12,DE
3960,Käsner,Lidwine,0,1966-05-08,DE
3961,Baumgarten,Giesela,0,1987-07-12,DE
3962,Franfurter,Liah,0,1947-10-20,DE
3963,Karl,Philipp,0,1975-09-14,DE
3964,Nagel,Leah,0,1985-07-03,DE
3965,Francfort,Astrid,0,1981-04-08,DE
3966,Bischoff,Elias,0,1963-01-09,DE
3967,Kocks,Oliver,0,1986-11-29,DE
3968,Huhn,Johan,0,1984-08-27,DE
3969,Schmitt,Matthias,0,1980-08-05,DE
3970,Danel,Christof,0,1965-05-01,DE
3971,Meier,Frika,0,1977-11-20,DE
3972,Kruger,Lilli,0,1961-12-15,DE
3973,Vincent,Jürgen,0,1988-02-08,DE
3974,Marcus,Alina,0,1969-06-04,DE
3975,Drummer,Edmund,0,1963-01-26,DE
3976,Foster,Leoni,0,1965-02-22,DE
3977,Brückmann,Ottmar,0,1969-11-24,DE
3978,Thomaes,Gustav,0,1972-01-08,DE
3979,Tsederboim,Bernhard,0,1965-11-01,DE
3980,Robert,Finja,0,1960-01-07,DE
3981,Siemens,Markus,0,1956-12-10,DE
3982,Honecker,Greta,0,1955-08-27,DE
3983,Rosenbaum,Emily,0,1949-04-23,DE
3984,Falkenback,Max,0,1958-04-24,DE
3985,Müller,Emma,0,1971-06-11,DE
3986,Eichmmann,Josefine,0,1986-03-05,DE
3987,Schaeffer,Ernst,0,1966-05-28,DE
3988,Hammerschmidt,Conrad,0,1958-11-10,DE
3989,Kauffman,Ronja,0,1984-04-14,DE
3990,Mutt,Wilhelm,0,1974-05-21,DE
3991,Freudiger,Leonie,0,1985-11-13,DE
3992,Wiedemann,Lya,0,1973-05-09,DE
3993,Holz,Benedikt,0,1979-03-06,DE
3994,Halbronn,Emma,0,1987-11-20,DE
3995,Bartel,Paulus,0,1959-05-08,DE
3996,Brama,Anna,0,1950-06-30,DE
3997,Landgraf,Tim,0,1977-11-02,DE
3998,Eberhard,Dominik,0,1988-06-08,DE
3999,Haes,Max,0,1964-02-17,DE
4000,Faber,Gretchen,0,1979-03-08,DE
4001,Jopp,Helmut,0,1987-05-27,DE
4002,Pfaff,Lilli,0,1951-09-23,DE
4003,Engländer,Lisa,0,1955-01-07,DE
4004,Kremer,Franziska,0,1963-03-14,DE
4005,Grassmann,Johanna,0,1991-05-24,DE
4006,Mertin,Sebastian,0,1959-06-03,DE
4007,Berck,Harald,0,1966-04-11,DE
4008,Kolher,Gerald,0,1966-07-12,DE
4009,Altmann,Johan,0,1989-12-16,DE
4010,Mönch,Lars,0,1952-02-18,DE
4011,Lukas,Emilie,0,1981-01-02,DE
4012,Tinnes,Karl,0,1970-09-17,DE
4013,Dimke,Gelsa,0,1955-07-11,DE
4014,Thalmann,Edda,0,1990-05-13,DE
4015,Meyer,Jens,0,1958-08-26,DE
4016,Baumann,Jana,0,1966-02-26,DE
4017,Kilburger,Maya,0,1954-02-06,DE
4018,Freimann,Rudy,0,1963-07-03,"DE'),"
4019,Trummer,Wolgang,0,1968-06-27,DE
4020,Böotner,Tinka,0,1949-02-22,DE
4021,Landreiter,Hannah,0,1989-02-06,DE
4022,Pfaffen,Uwe,0,1984-01-19,DE
4023,Fogel,Horst,0,1965-02-12,DE
4024,Hoffmeister,Elke,0,1984-01-09,DE
4025,Glaser,Lilly,0,1992-04-16,DE
4026,Hans,Melina,0,1958-03-31,DE
4027,Kreizer,Melina,0,1963-09-21,DE
4028,Bernhard,Otho,0,1981-11-26,DE
4029,Wagemann,Sofia,0,1954-05-21,DE
4030,Vincentius,Petra,0,1949-02-06,DE
4031,Flamme,Gelsa,0,1993-01-17,DE
4032,Obermayer,Jakob,0,1966-04-25,DE
4033,Cederbom,Franz,0,1976-02-14,DE
4034,Schwartzberg,Gerd,0,1976-06-24,DE
4035,Bentz,Waldemar,0,1965-01-12,DE
4036,Räter,Johanna,0,1990-05-09,DE
4037,Groshans,Edda,0,1977-03-18,DE
4038,Idt,Sylivia,0,1981-12-31,DE
4039,Obermeyer,Alina,0,1962-05-11,DE
4040,Jörg,Clara,0,1955-08-24,DE
4041,Meister,Rainer,0,1991-06-07,DE
4042,Farnbach,Marlene,0,1950-01-30,DE
4043,Mohr,Katrin,0,1988-02-17,DE
4044,Kleinhans,Sebastian,0,1985-02-13,DE
4045,Dinckel,Lina,0,1980-10-08,DE
4046,Schwartzenberger,Holger,0,1980-04-05,DE
4047,Spillmann,Lotta,0,1948-01-14,DE
4048,Faszbinder,Karl,0,1947-11-10,DE
4049,Julius,Hubert,0,1946-12-17,DE
4050,Jungling,Hannah ,0,1986-03-26,DE
4051,Mathis,Marlene,0,1956-05-28,DE
4052,Kesler,Gerd,0,1950-03-16,DE
4053,Lambrecht,Hanna,0,1977-11-18,DE
4054,Schumann,Andreas,0,1963-05-04,DE
4055,Wickel,Claudia,0,1948-06-01,DE
4056,Hasse,Ernst,0,1974-04-12,DE
4057,Reiter,Lothar,0,1978-09-08,DE
4058,Messner,Ulrich,0,1981-12-31,DE
4059,Trommer,Birgit,0,1964-12-27,DE
4060,Ebstein,Tim,0,1969-01-14,DE
4061,Friedrich,Volker,0,1949-07-06,DE
4062,Aschenberner,Paul,0,1963-07-22,DE
4063,Angermann,Lukas,0,1980-11-12,DE
4064,Tempel,Gudrun,0,1977-09-29,DE
4065,Werder,Anna,0,1992-05-24,DE
4066,Frantz,Engelbert,0,1984-03-06,DE
4067,Stoffer,Jonas,0,1950-10-19,DE
4068,Hauptmann,Anton,0,1992-05-09,DE
4069,Eberling,Wilma,0,1950-06-23,DE
4070,Marx,Jasmin,0,1970-05-03,DE
4071,Fett,Kristina,0,1969-07-11,DE
